"year","fa.action_name","region_name","age_group","active_count","actions_count"
2024,"4.2. Волонтер откликнулся на вакансию",Амурская область,"14-17",3320,14673
2024,"4.2. Волонтер откликнулся на вакансию",Амурская область,"36-54",950,7361
2024,"4.2. Волонтер откликнулся на вакансию",Амурская область,"18-24",1709,8409
2024,"4.2. Волонтер откликнулся на вакансию",Амурская область,"25-35",463,2755
2024,"4.3. Выполнение заданий в рамках премии",Амурская область,"14-17",7,9
2024,"4.3. Выполнение заданий в рамках премии",Амурская область,"36-54",16,68
2024,"4.3. Выполнение заданий в рамках премии",Амурская область,"25-35",12,59
2024,"4.3. Выполнение заданий в рамках премии",Амурская область,"18-24",2,2
2024,"4.4. Проставил часы как организатор мероприятия",Амурская область,"36-54",15,541
2024,"4.4. Проставил часы как организатор мероприятия",Амурская область,"18-24",3,21
2024,"4.4. Проставил часы как организатор мероприятия",Амурская область,"25-35",8,62
2024,"4.5. Логинился > 2 раз в мобильном приложении",Амурская область,"18-24",330,330
2024,"4.5. Логинился > 2 раз в мобильном приложении",Амурская область,"25-35",127,127
2024,"4.5. Логинился > 2 раз в мобильном приложении",Амурская область,"14-17",911,911
2024,"4.5. Логинился > 2 раз в мобильном приложении",Амурская область,"0-13",193,193
2024,"4.5. Логинился > 2 раз в мобильном приложении",Амурская область,"36-54",272,272
2024,"4.6. Прошел опрос NPS",Амурская область,"18-24",129,129
2024,"4.6. Прошел опрос NPS",Амурская область,"36-54",234,238
2024,"4.6. Прошел опрос NPS",Амурская область,"14-17",193,193
2024,"4.6. Прошел опрос NPS",Амурская область,"25-35",104,105
2024,"4.6. Прошел опрос NPS",Амурская область,"0-13",18,18
2024,"4.7. Пригласил пользователя по реферальной ссылке",Амурская область,"36-54",24,24
2024,"4.7. Пригласил пользователя по реферальной ссылке",Амурская область,"14-17",34,34
2024,"4.7. Пригласил пользователя по реферальной ссылке",Амурская область,"25-35",7,7
2024,"4.7. Пригласил пользователя по реферальной ссылке",Амурская область,"0-13",9,9
2024,"4.7. Пригласил пользователя по реферальной ссылке",Амурская область,"18-24",4,4
2024,"4.8. Заполнил отзыв о мероприятии",Амурская область,"36-54",108,399
2024,"4.8. Заполнил отзыв о мероприятии",Амурская область,"25-35",47,92
2024,"4.8. Заполнил отзыв о мероприятии",Амурская область,"14-17",201,544
2024,"4.8. Заполнил отзыв о мероприятии",Амурская область,"0-13",45,163
2024,"4.8. Заполнил отзыв о мероприятии",Амурская область,"18-24",51,122
2024,"1.2. Донорство",Архангельская область,"25-35",47,85
2024,"1.2. Донорство",Архангельская область,"18-24",74,111
2024,"1.2. Донорство",Архангельская область,"36-54",73,179
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Архангельская область,"36-54",8,8
2024,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Архангельская область,"36-54",2,3
2024,"1.4. Создание проектов",Архангельская область,"36-54",29,33
2024,"1.4. Создание проектов",Архангельская область,"25-35",8,9
2024,"1.5. Создание мероприятий",Архангельская область,"36-54",15,31
2024,"1.5. Создание мероприятий",Архангельская область,"25-35",11,20
2024,"1.5. Создание мероприятий",Архангельская область,"18-24",5,11
2024,"1.7. ВК добро (пожертвования)",Архангельская область,"36-54",10,10
2024,"1.7. ВК добро (пожертвования)",Архангельская область,"18-24",3,3
2024,"1.7. ВК добро (пожертвования)",Архангельская область,"14-17",1,1
2024,"1.7. ВК добро (пожертвования)",Архангельская область,"25-35",5,5
2024,"1.8. Малые добрые дела в ленте добрых дел",Архангельская область,"14-17",2,3
2024,"1.8. Малые добрые дела в ленте добрых дел",Архангельская область,"18-24",1,1
2024,"1.8. Малые добрые дела в ленте добрых дел",Архангельская область,"36-54",5,21
2024,"2.1. Сертификаты Добро Университет",Архангельская область,"0-13",9,10
2024,"2.1. Сертификаты Добро Университет",Архангельская область,"14-17",519,616
2024,"2.1. Сертификаты Добро Университет",Архангельская область,"25-35",227,331
2024,"2.1. Сертификаты Добро Университет",Архангельская область,"18-24",446,607
2024,"2.1. Сертификаты Добро Университет",Архангельская область,"36-54",479,1134
2024,"2.2. Посещение мероприятий",Архангельская область,"36-54",11,12
2024,"2.2. Посещение мероприятий",Архангельская область,"14-17",2,2
2024,"2.2. Посещение мероприятий",Архангельская область,"18-24",3,3
2024,"2.2. Посещение мероприятий",Архангельская область,"25-35",5,5
2024,"2.3. Пройденный путь волонтера",Архангельская область,"18-24",102,149
2024,"2.3. Пройденный путь волонтера",Архангельская область,"36-54",161,369
2024,"2.3. Пройденный путь волонтера",Архангельская область,"14-17",57,96
2024,"2.3. Пройденный путь волонтера",Архангельская область,"0-13",4,4
2024,"2.3. Пройденный путь волонтера",Архангельская область,"25-35",68,127
2024,"2.5. Готов помогать проекту",Архангельская область,"0-13",1,1
2024,"2.5. Готов помогать проекту",Архангельская область,"14-17",28,60
2024,"2.5. Готов помогать проекту",Архангельская область,"18-24",46,59
2024,"2.5. Готов помогать проекту",Архангельская область,"25-35",27,31
2024,"2.5. Готов помогать проекту",Архангельская область,"36-54",86,142
2024,"2.6. Готов помогать организации",Архангельская область,"18-24",800,1280
2024,"2.6. Готов помогать организации",Архангельская область,"14-17",1694,2859
2024,"2.6. Готов помогать организации",Архангельская область,"36-54",615,1057
2024,"2.6. Готов помогать организации",Архангельская область,"0-13",158,211
2024,"2.6. Готов помогать организации",Архангельская область,"25-35",284,475
2024,"2.9. Подал заявку на меру поддержки Навигатора",Архангельская область,"36-54",4,4
2024,"2.9. Подал заявку на меру поддержки Навигатора",Архангельская область,"14-17",1,1
2024,"2.9. Подал заявку на меру поддержки Навигатора",Архангельская область,"25-35",4,4
2024,"2.9. Подал заявку на меру поддержки Навигатора",Архангельская область,"18-24",4,4
2024,"3.1. Подал заявку на конкурс",Архангельская область,"25-35",30,33
2024,"3.1. Подал заявку на конкурс",Архангельская область,"14-17",9,9
2024,"3.1. Подал заявку на конкурс",Архангельская область,"18-24",17,18
2024,"3.1. Подал заявку на конкурс",Архангельская область,"36-54",94,108
2024,"3.2. Заявка в Добро Центр",Архангельская область,"0-13",2,2
2024,"3.2. Заявка в Добро Центр",Архангельская область,"18-24",17,19
2024,"3.2. Заявка в Добро Центр",Архангельская область,"14-17",21,28
2024,"3.2. Заявка в Добро Центр",Архангельская область,"36-54",24,86
2024,"3.2. Заявка в Добро Центр",Архангельская область,"25-35",22,56
2024,"3.3. Написал статью в Добро Медиа",Архангельская область,"18-24",2,14
2024,"3.3. Написал статью в Добро Медиа",Архангельская область,"36-54",3,7
2024,"3.3. Написал статью в Добро Медиа",Архангельская область,"25-35",2,13
2024,"4.1. Прикрепил Госуслуги",Архангельская область,"14-17",1336,1337
2024,"4.1. Прикрепил Госуслуги",Архангельская область,"25-35",400,400
2024,"4.1. Прикрепил Госуслуги",Архангельская область,"36-54",849,849
2024,"4.1. Прикрепил Госуслуги",Архангельская область,"18-24",787,787
2024,"4.1. Прикрепил Госуслуги",Архангельская область,"0-13",6,6
2024,"4.2. Волонтер откликнулся на вакансию",Архангельская область,"18-24",1564,5837
2024,"4.2. Волонтер откликнулся на вакансию",Архангельская область,"0-13",228,671
2024,"4.2. Волонтер откликнулся на вакансию",Архангельская область,"25-35",474,2032
2024,"4.2. Волонтер откликнулся на вакансию",Архангельская область,"36-54",1082,5305
2024,"4.2. Волонтер откликнулся на вакансию",Архангельская область,"14-17",2858,11989
2024,"4.3. Выполнение заданий в рамках премии",Архангельская область,"25-35",3,6
2024,"4.3. Выполнение заданий в рамках премии",Архангельская область,"36-54",18,65
2024,"4.3. Выполнение заданий в рамках премии",Архангельская область,"18-24",2,6
2024,"4.4. Проставил часы как организатор мероприятия",Архангельская область,"36-54",8,97
2024,"4.4. Проставил часы как организатор мероприятия",Архангельская область,"18-24",4,97
2024,"4.4. Проставил часы как организатор мероприятия",Архангельская область,"25-35",4,25
2024,"4.5. Логинился > 2 раз в мобильном приложении",Архангельская область,"36-54",245,245
2024,"4.5. Логинился > 2 раз в мобильном приложении",Архангельская область,"0-13",71,71
2024,"4.5. Логинился > 2 раз в мобильном приложении",Архангельская область,"18-24",237,237
2024,"4.5. Логинился > 2 раз в мобильном приложении",Архангельская область,"14-17",706,706
2024,"4.5. Логинился > 2 раз в мобильном приложении",Архангельская область,"25-35",94,94
2024,"4.6. Прошел опрос NPS",Архангельская область,"0-13",4,4
2024,"4.6. Прошел опрос NPS",Архангельская область,"36-54",192,196
2024,"4.6. Прошел опрос NPS",Архангельская область,"25-35",71,74
2024,"4.6. Прошел опрос NPS",Архангельская область,"18-24",127,127
2024,"4.6. Прошел опрос NPS",Архангельская область,"14-17",137,137
2024,"4.7. Пригласил пользователя по реферальной ссылке",Архангельская область,"14-17",27,27
2024,"4.7. Пригласил пользователя по реферальной ссылке",Архангельская область,"36-54",6,6
2024,"4.7. Пригласил пользователя по реферальной ссылке",Архангельская область,"0-13",2,2
2024,"4.7. Пригласил пользователя по реферальной ссылке",Архангельская область,"18-24",24,24
2024,"4.7. Пригласил пользователя по реферальной ссылке",Архангельская область,"25-35",1,1
2024,"4.8. Заполнил отзыв о мероприятии",Архангельская область,"36-54",138,541
2024,"4.8. Заполнил отзыв о мероприятии",Архангельская область,"14-17",170,433
2024,"4.8. Заполнил отзыв о мероприятии",Архангельская область,"18-24",71,148
2024,"4.8. Заполнил отзыв о мероприятии",Архангельская область,"25-35",34,138
2024,"4.8. Заполнил отзыв о мероприятии",Архангельская область,"0-13",13,25
2024,"1.2. Донорство",Астраханская область,"36-54",83,199
2024,"1.2. Донорство",Астраханская область,"18-24",95,156
2024,"1.2. Донорство",Астраханская область,"25-35",84,154
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Астраханская область,"25-35",4,4
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Астраханская область,"18-24",1,1
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Астраханская область,"36-54",2,2
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Астраханская область,"14-17",1,1
2024,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Астраханская область,"36-54",1,2
2024,"1.4. Создание проектов",Астраханская область,"36-54",31,33
2024,"1.4. Создание проектов",Астраханская область,"25-35",11,17
2024,"1.4. Создание проектов",Астраханская область,"14-17",2,2
2024,"1.4. Создание проектов",Астраханская область,"18-24",8,8
2024,"1.5. Создание мероприятий",Астраханская область,"18-24",2,2
2024,"1.5. Создание мероприятий",Астраханская область,"36-54",15,31
2024,"1.5. Создание мероприятий",Астраханская область,"25-35",3,3
2024,"1.7. ВК добро (пожертвования)",Астраханская область,"18-24",1,1
2024,"1.7. ВК добро (пожертвования)",Астраханская область,"36-54",3,3
2024,"1.7. ВК добро (пожертвования)",Астраханская область,"14-17",2,2
2024,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"36-54",6,9
2024,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"25-35",3,11
2024,"1.8. Малые добрые дела в ленте добрых дел",Астраханская область,"14-17",4,5
2024,"2.1. Сертификаты Добро Университет",Астраханская область,"18-24",633,850
2024,"2.1. Сертификаты Добро Университет",Астраханская область,"25-35",179,221
2024,"2.1. Сертификаты Добро Университет",Астраханская область,"14-17",929,1419
2024,"2.1. Сертификаты Добро Университет",Астраханская область,"0-13",24,26
2024,"2.1. Сертификаты Добро Университет",Астраханская область,"36-54",603,844
2024,"2.2. Посещение мероприятий",Астраханская область,"25-35",14,14
2024,"2.2. Посещение мероприятий",Астраханская область,"36-54",16,21
2024,"2.2. Посещение мероприятий",Астраханская область,"14-17",75,79
2024,"2.2. Посещение мероприятий",Астраханская область,"18-24",78,110
2024,"2.2. Посещение мероприятий",Астраханская область,"0-13",3,3
2024,"2.3. Пройденный путь волонтера",Астраханская область,"0-13",7,8
2024,"2.3. Пройденный путь волонтера",Астраханская область,"25-35",39,76
2024,"2.3. Пройденный путь волонтера",Астраханская область,"18-24",72,102
2024,"2.3. Пройденный путь волонтера",Астраханская область,"36-54",97,216
2024,"2.3. Пройденный путь волонтера",Астраханская область,"14-17",83,111
2024,"2.5. Готов помогать проекту",Астраханская область,"0-13",6,8
2024,"2.5. Готов помогать проекту",Астраханская область,"18-24",48,81
2024,"2.5. Готов помогать проекту",Астраханская область,"25-35",26,32
2024,"2.5. Готов помогать проекту",Астраханская область,"36-54",48,91
2024,"2.5. Готов помогать проекту",Астраханская область,"14-17",76,139
2024,"2.6. Готов помогать организации",Астраханская область,"14-17",2563,4527
2024,"2.6. Готов помогать организации",Астраханская область,"25-35",381,537
2024,"2.6. Готов помогать организации",Астраханская область,"0-13",161,218
2024,"2.6. Готов помогать организации",Астраханская область,"18-24",1533,2672
2024,"2.6. Готов помогать организации",Астраханская область,"36-54",850,1216
2024,"2.9. Подал заявку на меру поддержки Навигатора",Астраханская область,"14-17",1,1
2024,"2.9. Подал заявку на меру поддержки Навигатора",Астраханская область,"18-24",1,1
2024,"3.1. Подал заявку на конкурс",Астраханская область,"36-54",74,96
2024,"3.1. Подал заявку на конкурс",Астраханская область,"18-24",12,13
2024,"3.1. Подал заявку на конкурс",Астраханская область,"14-17",22,23
2024,"3.1. Подал заявку на конкурс",Астраханская область,"25-35",20,23
2024,"3.2. Заявка в Добро Центр",Астраханская область,"25-35",3,33
2024,"3.2. Заявка в Добро Центр",Астраханская область,"36-54",10,34
2024,"3.2. Заявка в Добро Центр",Астраханская область,"14-17",4,4
2024,"3.2. Заявка в Добро Центр",Астраханская область,"18-24",9,58
2024,"3.3. Написал статью в Добро Медиа",Астраханская область,"25-35",2,2
2024,"4.1. Прикрепил Госуслуги",Астраханская область,"18-24",1058,1059
2024,"4.1. Прикрепил Госуслуги",Астраханская область,"14-17",1499,1500
2024,"4.1. Прикрепил Госуслуги",Астраханская область,"36-54",922,922
2024,"4.1. Прикрепил Госуслуги",Астраханская область,"25-35",382,382
2024,"4.2. Волонтер откликнулся на вакансию",Астраханская область,"25-35",495,1446
2024,"4.2. Волонтер откликнулся на вакансию",Астраханская область,"14-17",3935,16144
2024,"4.2. Волонтер откликнулся на вакансию",Астраханская область,"36-54",1258,4702
2024,"4.2. Волонтер откликнулся на вакансию",Астраханская область,"0-13",245,1011
2024,"4.2. Волонтер откликнулся на вакансию",Астраханская область,"18-24",2257,10888
2024,"4.3. Выполнение заданий в рамках премии",Астраханская область,"36-54",28,98
2024,"4.3. Выполнение заданий в рамках премии",Астраханская область,"25-35",7,44
2024,"4.3. Выполнение заданий в рамках премии",Астраханская область,"18-24",3,16
2024,"4.3. Выполнение заданий в рамках премии",Астраханская область,"14-17",2,2
2024,"4.4. Проставил часы как организатор мероприятия",Астраханская область,"36-54",10,208
2024,"4.4. Проставил часы как организатор мероприятия",Астраханская область,"25-35",1,9
2024,"4.5. Логинился > 2 раз в мобильном приложении",Астраханская область,"18-24",570,570
2024,"4.5. Логинился > 2 раз в мобильном приложении",Астраханская область,"36-54",313,313
2024,"4.5. Логинился > 2 раз в мобильном приложении",Астраханская область,"0-13",52,52
2024,"4.5. Логинился > 2 раз в мобильном приложении",Астраханская область,"25-35",119,119
2024,"4.5. Логинился > 2 раз в мобильном приложении",Астраханская область,"14-17",1069,1069
2024,"4.6. Прошел опрос NPS",Астраханская область,"14-17",131,131
2024,"4.6. Прошел опрос NPS",Астраханская область,"36-54",232,232
2024,"4.6. Прошел опрос NPS",Астраханская область,"18-24",215,215
2024,"4.6. Прошел опрос NPS",Астраханская область,"25-35",77,78
2024,"4.6. Прошел опрос NPS",Астраханская область,"0-13",11,11
2024,"4.7. Пригласил пользователя по реферальной ссылке",Астраханская область,"0-13",10,10
2024,"4.7. Пригласил пользователя по реферальной ссылке",Астраханская область,"36-54",8,8
2024,"4.7. Пригласил пользователя по реферальной ссылке",Астраханская область,"25-35",3,3
2024,"4.7. Пригласил пользователя по реферальной ссылке",Астраханская область,"18-24",11,11
2024,"4.7. Пригласил пользователя по реферальной ссылке",Астраханская область,"14-17",13,13
2024,"4.8. Заполнил отзыв о мероприятии",Астраханская область,"14-17",160,347
2024,"4.8. Заполнил отзыв о мероприятии",Астраханская область,"18-24",209,464
2024,"4.8. Заполнил отзыв о мероприятии",Астраханская область,"25-35",23,52
2024,"4.8. Заполнил отзыв о мероприятии",Астраханская область,"0-13",14,39
2024,"4.8. Заполнил отзыв о мероприятии",Астраханская область,"36-54",70,291
2024,"1.2. Донорство",Белгородская область,"18-24",258,448
2024,"1.2. Донорство",Белгородская область,"36-54",246,667
2024,"1.2. Донорство",Белгородская область,"25-35",187,462
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Белгородская область,"36-54",6,6
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Белгородская область,"18-24",2,2
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Белгородская область,"14-17",3,3
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Белгородская область,"25-35",2,2
2024,"1.3. Наставничество 2.8. Подал заявку на помощь наставника",Белгородская область,"14-17",2,2
2024,"1.4. Создание проектов",Белгородская область,"14-17",5,5
2024,"1.4. Создание проектов",Белгородская область,"36-54",58,64
2024,"1.4. Создание проектов",Белгородская область,"25-35",32,33
2024,"1.4. Создание проектов",Белгородская область,"18-24",8,8
2024,"1.5. Создание мероприятий",Белгородская область,"25-35",11,28
2024,"1.5. Создание мероприятий",Белгородская область,"36-54",20,33
2024,"1.5. Создание мероприятий",Белгородская область,"18-24",5,22
2024,"1.7. ВК добро (пожертвования)",Белгородская область,"14-17",16,16
2024,"1.7. ВК добро (пожертвования)",Белгородская область,"25-35",8,8
2024,"1.7. ВК добро (пожертвования)",Белгородская область,"36-54",12,12
2024,"1.7. ВК добро (пожертвования)",Белгородская область,"18-24",5,5
2024,"1.7. ВК добро (пожертвования)",Белгородская область,"0-13",3,3
2024,"1.8. Малые добрые дела в ленте добрых дел",Белгородская область,"18-24",3,5
2024,"1.8. Малые добрые дела в ленте добрых дел",Белгородская область,"36-54",30,96
2024,"1.8. Малые добрые дела в ленте добрых дел",Белгородская область,"0-13",3,4
2024,"1.8. Малые добрые дела в ленте добрых дел",Белгородская область,"25-35",8,9
2024,"1.8. Малые добрые дела в ленте добрых дел",Белгородская область,"14-17",5,13
2024,"2.1. Сертификаты Добро Университет",Белгородская область,"25-35",489,787
2024,"2.1. Сертификаты Добро Университет",Белгородская область,"14-17",1564,2145
2024,"2.1. Сертификаты Добро Университет",Белгородская область,"18-24",1147,1855
2024,"2.1. Сертификаты Добро Университет",Белгородская область,"36-54",964,1403
2024,"2.1. Сертификаты Добро Университет",Белгородская область,"0-13",65,92
2024,"2.2. Посещение мероприятий",Белгородская область,"25-35",11,14
2024,"2.2. Посещение мероприятий",Белгородская область,"0-13",2,2
2024,"2.2. Посещение мероприятий",Белгородская область,"36-54",22,26
2024,"2.2. Посещение мероприятий",Белгородская область,"14-17",43,48
2024,"2.2. Посещение мероприятий",Белгородская область,"18-24",33,36
2024,"2.3. Пройденный путь волонтера",Белгородская область,"14-17",159,232
2024,"2.3. Пройденный путь волонтера",Белгородская область,"36-54",213,461
2024,"2.3. Пройденный путь волонтера",Белгородская область,"25-35",152,373
2024,"2.3. Пройденный путь волонтера",Белгородская область,"18-24",213,357
2024,"2.3. Пройденный путь волонтера",Белгородская область,"0-13",19,26
2024,"2.5. Готов помогать проекту",Белгородская область,"36-54",122,179
2024,"2.5. Готов помогать проекту",Белгородская область,"14-17",131,231
2024,"2.5. Готов помогать проекту",Белгородская область,"18-24",411,508
2024,"2.5. Готов помогать проекту",Белгородская область,"25-35",66,103
2024,"2.5. Готов помогать проекту",Белгородская область,"0-13",10,26
2024,"2.6. Готов помогать организации",Белгородская область,"14-17",5922,11662
2024,"2.6. Готов помогать организации",Белгородская область,"18-24",6340,9884
2024,"2.6. Готов помогать организации",Белгородская область,"0-13",1171,1941
2024,"2.6. Готов помогать организации",Белгородская область,"25-35",1277,1995
2024,"2.6. Готов помогать организации",Белгородская область,"36-54",2661,4309
2024,"2.9. Подал заявку на меру поддержки Навигатора",Белгородская область,"36-54",62,63
2024,"2.9. Подал заявку на меру поддержки Навигатора",Белгородская область,"0-13",19,19
2024,"2.9. Подал заявку на меру поддержки Навигатора",Белгородская область,"25-35",47,48
2024,"2.9. Подал заявку на меру поддержки Навигатора",Белгородская область,"14-17",44,46
2024,"2.9. Подал заявку на меру поддержки Навигатора",Белгородская область,"18-24",24,24
2024,"3.1. Подал заявку на конкурс",Белгородская область,"25-35",137,148
2024,"3.1. Подал заявку на конкурс",Белгородская область,"36-54",170,191
2024,"3.1. Подал заявку на конкурс",Белгородская область,"14-17",114,115
2024,"3.1. Подал заявку на конкурс",Белгородская область,"0-13",1,1
2024,"3.1. Подал заявку на конкурс",Белгородская область,"18-24",101,106
2024,"3.2. Заявка в Добро Центр",Белгородская область,"0-13",4,10
2024,"3.2. Заявка в Добро Центр",Белгородская область,"14-17",537,1126
2024,"3.2. Заявка в Добро Центр",Белгородская область,"18-24",911,1536
2024,"3.2. Заявка в Добро Центр",Белгородская область,"36-54",109,182
2024,"3.2. Заявка в Добро Центр",Белгородская область,"25-35",74,166
2024,"3.3. Написал статью в Добро Медиа",Белгородская область,"36-54",7,57
2024,"3.3. Написал статью в Добро Медиа",Белгородская область,"25-35",5,9
2024,"3.3. Написал статью в Добро Медиа",Белгородская область,"18-24",3,3
2024,"3.3. Написал статью в Добро Медиа",Белгородская область,"14-17",1,1
2024,"4.1. Прикрепил Госуслуги",Белгородская область,"25-35",1153,1154
2024,"4.1. Прикрепил Госуслуги",Белгородская область,"14-17",4594,4596
2024,"4.1. Прикрепил Госуслуги",Белгородская область,"36-54",2678,2681
2024,"4.1. Прикрепил Госуслуги",Белгородская область,"18-24",3090,3090
2024,"4.1. Прикрепил Госуслуги",Белгородская область,"0-13",5,5
2024,"4.2. Волонтер откликнулся на вакансию",Белгородская область,"25-35",1234,5320
2024,"4.2. Волонтер откликнулся на вакансию",Белгородская область,"0-13",1143,7310
2024,"4.2. Волонтер откликнулся на вакансию",Белгородская область,"18-24",3803,23149
2024,"4.2. Волонтер откликнулся на вакансию",Белгородская область,"14-17",6535,57924
2024,"4.2. Волонтер откликнулся на вакансию",Белгородская область,"36-54",2815,10921
2024,"4.3. Выполнение заданий в рамках премии",Белгородская область,"36-54",27,89
2024,"4.3. Выполнение заданий в рамках премии",Белгородская область,"14-17",13,30
2024,"4.3. Выполнение заданий в рамках премии",Белгородская область,"25-35",23,105
2024,"4.3. Выполнение заданий в рамках премии",Белгородская область,"18-24",18,48
2024,"4.4. Проставил часы как организатор мероприятия",Белгородская область,"25-35",4,58
2024,"4.4. Проставил часы как организатор мероприятия",Белгородская область,"36-54",9,71
2024,"4.4. Проставил часы как организатор мероприятия",Белгородская область,"18-24",2,25
2024,"4.5. Логинился > 2 раз в мобильном приложении",Белгородская область,"18-24",659,659
2024,"4.5. Логинился > 2 раз в мобильном приложении",Белгородская область,"0-13",260,260
2024,"4.5. Логинился > 2 раз в мобильном приложении",Белгородская область,"14-17",1645,1645
2024,"4.5. Логинился > 2 раз в мобильном приложении",Белгородская область,"25-35",266,266
2024,"4.5. Логинился > 2 раз в мобильном приложении",Белгородская область,"36-54",756,756
2024,"4.6. Прошел опрос NPS",Белгородская область,"0-13",17,17
2024,"4.6. Прошел опрос NPS",Белгородская область,"18-24",852,854
2024,"4.6. Прошел опрос NPS",Белгородская область,"14-17",507,507
2024,"4.6. Прошел опрос NPS",Белгородская область,"25-35",225,226
2024,"4.6. Прошел опрос NPS",Белгородская область,"36-54",447,449
2024,"4.7. Пригласил пользователя по реферальной ссылке",Белгородская область,"18-24",196,196
2024,"4.7. Пригласил пользователя по реферальной ссылке",Белгородская область,"25-35",56,56
2024,"4.7. Пригласил пользователя по реферальной ссылке",Белгородская область,"0-13",174,174
2024,"4.7. Пригласил пользователя по реферальной ссылке",Белгородская область,"14-17",429,429
2024,"4.7. Пригласил пользователя по реферальной ссылке",Белгородская область,"36-54",78,78
2024,"4.8. Заполнил отзыв о мероприятии",Белгородская область,"36-54",368,1401
2024,"4.8. Заполнил отзыв о мероприятии",Белгородская область,"0-13",176,678
2024,"4.8. Заполнил отзыв о мероприятии",Белгородская область,"18-24",175,466
2024,"4.8. Заполнил отзыв о мероприятии",Белгородская область,"14-17",772,2466
2024,"4.8. Заполнил отзыв о мероприятии",Белгородская область,"25-35",155,525
2024,"1.2. Донорство",Брянская область,"18-24",105,175
2024,"1.2. Донорство",Брянская область,"14-17",1,7
2024,"1.2. Донорство",Брянская область,"25-35",50,123
2024,"1.2. Донорство",Брянская область,"36-54",85,206
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Брянская область,"14-17",3,3
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Брянская область,"36-54",4,4
2024,"1.3. Наставничество 2.7. Подал заявку на то, чтобы стать наставником",Брянская область,"18-24",1,1
2024,"1.4. Создание проектов",Брянская область,"25-35",5,5
2024,"1.4. Создание проектов",Брянская область,"36-54",23,29
2024,"1.4. Создание проектов",Брянская область,"14-17",1,1
2024,"1.4. Создание проектов",Брянская область,"18-24",5,5
2024,"1.5. Создание мероприятий",Брянская область,"36-54",9,34
2024,"1.5. Создание мероприятий",Брянская область,"25-35",4,16
2024,"1.5. Создание мероприятий",Брянская область,"18-24",3,6
2024,"1.7. ВК добро (пожертвования)",Брянская область,"14-17",8,8
2024,"1.7. ВК добро (пожертвования)",Брянская область,"18-24",2,2
2024,"1.7. ВК добро (пожертвования)",Брянская область,"36-54",4,4
2024,"1.7. ВК добро (пожертвования)",Брянская область,"25-35",3,3
2024,"1.7. ВК добро (пожертвования)",Брянская область,"0-13",2,2
2024,"1.8. Малые добрые дела в ленте добрых дел",Брянская область,"14-17",11,15
2024,"1.8. Малые добрые дела в ленте добрых дел",Брянская область,"36-54",4,6
2024,"1.8. Малые добрые дела в ленте добрых дел",Брянская область,"0-13",1,5
2024,"2.1. Сертификаты Добро Университет",Брянская область,"18-24",141,231
2024,"2.1. Сертификаты Добро Университет",Брянская область,"36-54",116,236
2024,"2.1. Сертификаты Добро Университет",Брянская область,"25-35",79,147
2024,"2.1. Сертификаты Добро Университет",Брянская область,"0-13",28,38
2024,"2.1. Сертификаты Добро Университет",Брянская область,"14-17",397,535
2024,"2.2. Посещение мероприятий",Брянская область,"18-24",5,5
2024,"2.2. Посещение мероприятий",Брянская область,"14-17",14,16
2024,"2.2. Посещение мероприятий",Брянская область,"25-35",1,1
2024,"2.2. Посещение мероприятий",Брянская область,"36-54",20,20
2024,"2.3. Пройденный путь волонтера",Брянская область,"18-24",55,73
2024,"2.3. Пройденный путь волонтера",Брянская область,"0-13",5,5
2024,"2.3. Пройденный путь волонтера",Брянская область,"36-54",65,154
2024,"2.3. Пройденный путь волонтера",Брянская область,"14-17",82,106
2024,"2.3. Пройденный путь волонтера",Брянская область,"25-35",47,106
2024,"2.5. Готов помогать проекту",Брянская область,"36-54",48,77
2024,"2.5. Готов помогать проекту",Брянская область,"14-17",64,118
2024,"2.5. Готов помогать проекту",Брянская область,"0-13",9,11
2024,"2.5. Готов помогать проекту",Брянская область,"25-35",23,52
2024,"2.5. Готов помогать проекту",Брянская область,"18-24",32,44
2024,"2.6. Готов помогать организации",Брянская область,"18-24",1180,1977
2024,"2.6. Готов помогать организации",Брянская область,"25-35",368,615
2024,"2.6. Готов помогать организации",Брянская область,"14-17",2370,5037
2024,"2.6. Готов помогать организации",Брянская область,"0-13",173,307
2024,"2.6. Готов помогать организации",Брянская область,"36-54",805,1305
2024,"2.9. Подал заявку на меру поддержки Навигатора",Брянская область,"36-54",1,1
2024,"3.1. Подал заявку на конкурс",Брянская область,"18-24",9,10
